ID,COORD_E,COORD_N,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,ESTAB_SA,ENDERECO,BAIRRO,TELEFONE,CEP,CNES,SA_DEPADM,DEPADM,SA_TIPO,TIPO,SA_CLASSE,CLASSE,LEITOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,325537.41,7384325.91,355030871000035,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO - URSI,"BRAGANCA PAULISTA,R,71",V-RZEA DO CARMO,55483152.000000,4727000.000000,6167403.000000,1,Municipal,17,UNIDADE DE REFERENCIA SAUDE DO IDOSO,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,334172.84,7404296.10,355030881000093,3550308005133,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 1,JACANA/TREMEMBE - URSI,"JOSE VICENTE,DR,R,39",TREMEMBE,22032489.000000,2370080,2027690.000000,1,Municipal,17,UNIDADE DE REFERENCIA SAUDE DO IDOSO,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,330613.53,7397759.70,355030806000026,3550308005029,6,BARRA FUNDA,8,LAPA,Oeste,Oeste,ALEXANDRE VRANJAC (ESCOLA BARRA FUNDA) - CS,"ABRAHAO RIBEIRO,283",BARRA FUNDA,32924501.000000,1133020.000000,3913007.000000,4,Privado,18,CENTRO DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,324795.43,7392496.10,355030812000025,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,"SAMUEL BANSLEY PESSOA,DR,EXP BUTANTA-CS","VITAL BRASIL,AV,1490",BUTANTA,30813269.000000,5503000,2091348,2,Estadual,18,CENTRO DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,325477.26,7374751.02,355030823000092,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,ESCOLA DR ANANIAS PEREIRA PORTO - CS UNISA,"CASSIO DE CAMPOS NOGUEIRA, R, 340",JD IMBUIAS,21418813.000000,4829300,2091704.000000,2,Estadual,18,CENTRO DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,329183.62,7394215.55,355030845000171,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,GERALDO H P DE SOUZA-CS II,"ARNALDO,DR,AV,925",PACAEMBU,30851134.000000,1246904,2091321,2,Estadual,18,CENTRO DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,326717.58,7392940.87,355030862000074,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,"VICTOR MELLO,DR-CS I (PINHEIROS)","FERREIRA DE ARAUJO,R,789",PINHEIROS,30318407.000000,5428002,2068966,2,Estadual,18,CENTRO DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,333047.15,7389873.07,355030890000058,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,"LIVIO AMATO,DR-CS II V. MARIANA","DOMINGOS DE MORAES,AV,1947",V MARIANA,55713045.000000,,2091461,2,Estadual,18,CENTRO DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,320361.91,7384500.83,355030817000192,3550308005235,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,PQ IPE- CTA DST/AIDS,"FRANCISCO ANTUNES MEIRA,R,255",PQ IPE,58428962.000000,5742060,2815230.000000,1,Municipal,19,CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,8,UNIDADES DST/AIDS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,356673.70,7389004.94,355030825000208,3550308005272,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CIDADE TIRADENTES-CTA DST/AIDS,"LUIS BORDESE,R,96",CIDADE TIRADENTES,69640784.000000,8471780,3009769.000000,1,Municipal,19,CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,8,UNIDADES DST/AIDS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,355430.15,7395523.05,355030831000104,3550308005265,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,GUAIANASES - CTA DST/AIDS,"CENTRALINA,R,168",GUAIANASES,25545312.000000,8410000.000000,7047568.000000,1,Municipal,19,CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,8,UNIDADES DST/AIDS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,357328.54,7400276.83,355030836000103,3550308005249,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,SERGIO AROUCA-CTA DST/AIDS,"VALENTE DE NOVAIS,R,9",ITAIM PAULISTA,65613052.000000,8120420,3024652.000000,1,Municipal,19,CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,8,UNIDADES DST/AIDS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,336917.05,7394584.74,355030853000057,3550308005017,54,MOOCA,25,MOOCA,Leste,Leste 1,CTA DST/AIDS - MOOCA,"TAQUARI,R,549",MOOCA,26943338.000000,3166000.000000,7045212.000000,1,Municipal,19,CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,8,UNIDADES DST/AIDS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,323554.81,7401593.04,355030863000002,3550308005113,64,PIRITUBA,2,PIRITUBA,Norte,Norte 2,PIRITUBA-CTA DST/AIDS,"FELIPE PINEL,AV,DR,12",PIRITUBA,39748569.000000,2939000.000000,2752050.000000,1,Municipal,19,CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,8,UNIDADES DST/AIDS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,326228.33,7383237.21,355030871000029,3550308005173,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO-CTA DST/AIDS,"GABRIEL NETUZE PERES,PROM,R,159",SANTO AMARO,56869960.000000,4743020,2027259.000000,1,Municipal,19,CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,8,UNIDADES DST/AIDS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,347981.00,7390309.88,355030873000102,3550308005154,75,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,SAO MATEUS - CTA DST/AIDS,"MATEO BEI,R,838",SAO MATEUS,69190697.000000,3949000.000000,3219798.000000,1,Municipal,19,CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,8,UNIDADES DST/AIDS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,353197.30,7400830.21,355030874000094,3550308005196,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,S MIGUEL- CTA DST/AIDS,"MANUEL OSORIO,ENG,AV,1517",SAO MIGUEL PAULISTA,62976052.000000,8010160.000000,2752069.000000,1,Municipal,19,CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,8,UNIDADES DST/AIDS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,332899.11,7394825.39,355030878000005,3550308005001,80,SE,9,SE,Centro,Centro,HENFIL-CTA  DST/AIDS,"LIBERO BADARO,R,144",CENTRO,32412224.000000,1008000,2752042.000000,1,Municipal,19,CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,8,UNIDADES DST/AIDS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,326948.38,7401193.51,355030829000013,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 2,CENTRO REF  DST/AIDS FREG DO O-N SRA. DO O,"ITABERABA,AV,1377",FREGUESIA DO O,39759473.000000,2734000,2752026.000000,1,Municipal,21,CENTRO REFERENCIA  DST/AIDS,8,UNIDADES DST/AIDS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,341715.01,7397318.86,355030859000135,3550308005071,60,PENHA,21,PENHA,Leste,Leste 1,PENHA-CENTRO DE REFERENCIA E DST/AIDS,"NOSSA SENHORA DA PENHA,PCA, 55",PENHA DE FRANCA,2966926.000000,3662060.000000,2027313.000000,1,Municipal,21,CENTRO REFERENCIA  DST/AIDS,8,UNIDADES DST/AIDS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,326521.31,7382761.34,355030871000060,3550308005173,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO-CR DST/AIDS,"CARLOS GOMES,R,695",STO  AMARO,56861613.000000,4744001,2786656.000000,1,Municipal,21,CENTRO REFERENCIA  DST/AIDS,8,UNIDADES DST/AIDS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,326933.51,7401042.49,355030829000002,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 2,FREGUESIA DO O-CRST,"ITABERABA,AV,1210",FREGUESIA DO O,39763474.000000,2734000,2786672.000000,1,Municipal,22,CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,336801.73,7394433.17,355030853000057,3550308005017,54,MOOCA,25,MOOCA,Leste,Leste 1,MOOCA-CRST,"CIRO PONTES,PCA,S/N",MOOCA,26047207.000000,3166030.000000,2086794.000000,1,Municipal,22,CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,327922.72,7396510.92,355030860000092,3550308005055,61,PERDIZES,8,LAPA,Oeste,Oeste,LAPA-CRST,"COTOXO,R,664",V  POMPEIA,38652213.000000,5021000,2046377.000000,1,Municipal,22,CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,326341.40,7383688.79,355030871000098,3550308005173,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO-CRST,"ADOLFO PINHEIRO,AV,581",SANTO AMARO,55235382.000000,4733100.000000,2752034.000000,1,Municipal,22,CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,352867.13,7400735.09,355030874000093,3550308005196,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,LESTE - CRST,"ANTONIO GAMA DE CERQUEIRA,PROF,R,347",VILA AMERICANA,29569099.000000,8010130.000000,6357091.000000,1,Municipal,22,CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,333797.74,7394537.14,355030878000003,3550308005001,80,SE,9,SE,Centro,Centro,ANDRE GRABOIS-CRST,"FREDERICO ALVARENGA,R,259,5A",PQ. D. PEDRO II,32410418.000000,1020030,2786664.000000,1,Municipal,22,CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,330106.38,7396683.72,355030806000013,3550308005029,6,BARRA FUNDA,8,LAPA,Oeste,Oeste,SECONCI-CE,"FRANCISCO MATARAZZO,AV,74",BARRA FUNDA,36645073.000000,5001000,2067803.000000,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,336084.60,7390942.12,355030834000010,3550308005084,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,SANATORINHOS-CLINICA ESPECIALIZADA (CE),"PATRIOTAS,DOS,R,598",IPIRANGA,61631387.000000,4307030,2688670.000000,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,331550.36,7392460.61,355030890000214,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,CENTRO DE HEMATOLOGIA DE S PAULO-CE,"LUIS ANTONIO,AV,BRIG,2533",JARDIM PAULISTA,33726611.000000,1401000.000000,2091410.000000,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,336736.20,7396721.33,355030808000018,3550308005016,8,BELEM,25,MOOCA,Leste,Leste 1,ZONA LESTE - CENTRO DE ANALISES CLINICAS,"JEQUITINHONHA,R,444",BELEM,,3021040.000000,6335586.000000,2,Estadual,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,334069.74,7393916.25,355030814000043,3550308005006,14,CAMBUCI,9,SE,Centro,Centro,CENTRO DE DERMATOLOGIA SANITARIA,"LEOPOLDO MIGUEZ,R,327",VARZEA DO GLICERIO,32588174.000000,1518020,2069024,2,Estadual,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,326898.89,7382376.30,355030816000098,3550308005171,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,ZONA SUL - CENTRO DE ANALISES CLINICAS,"NOSSA SENHORA DO SABARA,AV,234",CAMPO GRANDE,,4686000.000000,6351662.000000,2,Estadual,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,322942.25,7385740.69,355030883000024,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,INSTITUTO DE REABILITACAO LUCY MONTORO,"JANDIATUBA,R,200",VILA ANDRADE,39058300.000000,5716150.000000,5451612.000000,2,Estadual,20,CENTRO DE REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,329280.71,7397089.12,355030806000003,3550308005029,6,BARRA FUNDA,8,LAPA,Oeste,Oeste,CLINICA DE NEFROLOGIA CMIN,"FRANCISCO MATARAZZO,AV, 989",AGUA BRANCA,38655858.000000,5001000.000000,2048302.000000,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,331741.62,7394835.83,355030826000137,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,CLEMENTE FERREIRA DIV TISIOLOGIA-INSTITUTO,"CONSOLACAO,DA,R, 717",CONSOLACAO,2587644.000000,1301000,2057220,2,Estadual,34,INSTITUTO,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,330367.83,7395791.29,355030826000093,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,SAMARIM ASSIST NEFROLOGICA,"BROTERO,CONS,1486",STA CECILIA,38215371.000000,1232010,2077728.000000,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,352095.12,7396752.54,355030837000015,3550308005201,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,CLINICA LESTE-CLINICA NEFROLOGICA,"AUGUSTO CARLOS BAUMANN,R,623",ITAQUERA,62053888.000000,8210590,2073471.000000,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,328762.41,7394392.93,355030845000168,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,FUNDACAO ONCOCENTRO DE SAO PAULO-CE,"OSCAR FREIRE,R,2396",PINHEIROS,30898755.000000,5409012,2069601,2,Estadual,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,326733.53,7396778.23,355030848000121,3550308005059,48,LAPA,8,LAPA,Oeste,Oeste,PRO-NEFRON ASSIST MEDICA SC LTDA-SERV DIAG TER,"MARCELINA,R,470",VILA  ROMANA,38658319.000000,5044010,2039559.000000,4,Privado,48,UNIDADE DE APOIO DIAGNOSE E TERAPIA,2,APOIO DIAGNOSTICO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,351733.25,7400529.11,355030887000070,3550308005193,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,SAO MIGUEL-CLINICA  DE NEFROLOGIA,"ESTANISLAU DE MIRANDA,R,18",JD ALTO PEDROSO,61372217.000000,8011710,2048094.000000,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,332523.65,7391224.92,355030890000075,3550308005021,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,CLINICA NEFROLOGIA STA RITA-CLINEFRO,"CUBATAO,R,1043",V MARIANA,55755357.000000,,2048078.000000,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,337720.48,7391254.53,355030893000107,3550308005042,95,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,SEDIT SERVICOS MEDICOS UNIDD DE DIALISE,"CHAMANTA,R,1351",PRQ DA MOOCA,61687822.000000,,2065673.000000,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,356979.97,7401031.67,355030836000231,3550308005249,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,ITAIM PAULISTA - COE,"JOSE LEVI SOBRINHO,MAJ,PCA,139",ITAIM PAULISTA,25619443.000000,8110460,2046261.000000,1,Municipal,27,CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,333268.70,7389733.72,355030890000056,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,ADYR AMARAL GURGEL-CLÍNICA ODONTOLÓGICA,"SAO SAMUEL,R,70",VILA MARIANA,55494449.000000,4120030.000000,5375711.000000,1,Municipal,27,CLINICA ODONTOLOGICA ,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,322600.62,7392602.77,355030812000020,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,FACULDADE DE ODONTOLOGIA  USP,"LINEU PRESTES,PROF,AV,2227",BUTANTA,,5508900,2091453.000000,2,Estadual,24,CLINICA ODONTOLOGICA ,1,AMBULATORIOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,329516.14,7393823.70,355030845000125,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,FUNDACAO PRO SANGUE - HEMOCENTRO DE SAO PAULO,"ENEAS DE CARVALHO AGUIAR,155, 1¼ A",CERQUEIRA CESAR,30615444.000000,5403000.000000,2088789.000000,2,Estadual,29,HEMOCENTRO,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,334481.53,7392822.24,355030814000022,3550308005006,14,CAMBUCI,9,SE,Centro,Centro,SANTA MARIA CRUZ AZUL - HOSP,"LINS DE VASCONCELOS,AV,356",CAMBUCI,33484000.000000,1538000,2078589.000000,4,Privado,30,HOSPITAL,7,HOSPITAL,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,343610.97,7393605.47,355030820000082,3550308005078,20,CARRAO,26,ARICANDUVA,Leste,Leste 1,CASA DA CRIANCA BETINHO LAR ESPIRITA P/ EXCEPCIONAIS,"VACANGA,R,300",VIL CARRAO,67817366.000000,3433020,2076985.000000,4,Privado,30,HOSPITAL,7,HOSPITAL,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,325497.34,7374564.63,355030823000092,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,WLADIMIR ARUDA - HOSP,"CASSIO DE CAMPOS NOGUEIRA,R,2031",JD DAS IMBUIAS,21418813.000000,4829310.000000,2091666.000000,4,Privado,30,HOSPITAL,7,HOSPITAL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,356770.45,7389691.05,355030825000281,3550308005271,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CARMEN PRUDENTE -  HOSPITAL CIDADE TIRADENTES,"METALURGICOS,DOS,AV,2100",CIDADE TIRADENTES,61706000.000000,8471000.000000,5420938.000000,1,Municipal,30,HOSPITAL,7,HOSPITAL,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,331658.77,7395460.64,355030826000077,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,ARNALDO V DE CARVALHO-INSTITUTO CANCER,"CESARIO MOTA JR,DR,R,112",V BUARQUE,2227088.000000,1221020,2080125.000000,4,Privado,30,HOSPITAL,7,HOSPITAL,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
