ID,COORD_E,COORD_N,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,ESTAB_SA,ENDERECO,BAIRRO,TELEFONE,CEP,CNES,SA_DEPADM,DEPADM,SA_TIPO,TIPO,SA_CLASSE,CLASSE,LEITOS,,,
314,335744.62,7383686.31,355030868000186,3550308005089,68,SACOMA,13,IPIRANGA,Sul,Sul 1,PQ BRISTOL-UBS,"FRANCOIS BUNEL,R,194",PQ BRISTOL,63313089.000000,4193310,2788284.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
315,336178.93,7384867.96,355030868000113,3550308005305,68,SACOMA,13,IPIRANGA,Sul,Sul 1,"EDUARDO R RESCHILIAN,DR-UBS","LAFAIETE DE SOUZA CAMARGO,DR,R,40",JD. CLIMAX,63355319.000000,4077380,2042983.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
316,335526.57,7385351.80,355030827000118,3550308005091,27,CURSINO,13,IPIRANGA,Sul,Sul 1,V MORAES-AMA JOAO BOTELHO VIEIRA,"GIOVANNI DI BALBUCCIO,R,250",V MORAES,50580891.000000,4170000,6133649.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
317,335526.57,7385351.80,355030827000118,3550308005091,27,CURSINO,13,IPIRANGA,Sul,Sul 1,V MORAES-UBS JOAO BOTELHO VIEIRA,"GIOVANNI DI BALBUCCIO,R,250",V MORAES,50580891.000000,4170000,2789086.000000,1,Municipal,46,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
318,336287.93,7385865.18,355030868000033,3550308005088,68,SACOMA,13,IPIRANGA,Sul,Sul 1,V DAS MERCES- AMA ESPECIALIDADES,"NOSSA SENHORA DAS MERCES,R,1315",V DAS MERCES,69461443.000000,4165001,6357083.000000,1,Municipal,49,AMA ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0,,,
319,336287.93,7385865.18,355030868000033,3550308005088,68,SACOMA,13,IPIRANGA,Sul,Sul 1,V DAS MERCES-UBS,"NOSSA SENHORA DAS MERCES,R,1315",V DAS MERCES,69461443.000000,4165001,2788829.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
320,335130.77,7387725.98,355030827000030,3550308005044,27,CURSINO,13,IPIRANGA,Sul,Sul 1,JD DA SAUDE (NEUSA ROSALIA MORALES)-UBS,"DOMINGOS DE ROGATIS,R,187",JD. DA SAUDE,50629586.000000,4290080,2042967.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
321,334354.05,7388694.91,355030827000127,3550308005045,27,CURSINO,13,IPIRANGA,Sul,Sul 1,V GUMERCINDO-UBS PROF. JANDIRA MANSUR,"LUCIO DE SOUSA,D,R,372",V GUMERCINDO,50627232.000000,4029040,2787598.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
322,334144.38,7389380.87,355030890000090,3550308005046,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,NUCLEO DE GESTAO ASSISTENCIAL NGA 39 SANTA CRUZ-PAM,"SANTA CRUZ,R,1181",V MARIANA,55703389.000000,,2091526,2,Estadual,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
323,334337.21,7389405.65,355030890000089,3550308005046,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,C R HOMEOPATIA E MEDICINA TRADICIONAL,"JOAO BATISTUSSI,R,55",CONJ DOS BANCARIOS,55712682.000000,4121100,2786796.000000,1,Municipal,37,MEDICINAS TRADICIONAIS,1,AMBULATORIOS ESPECIALIZADOS,0,,,
324,336192.88,7387804.61,355030868000226,3550308005085,68,SACOMA,13,IPIRANGA,Sul,Sul 1,MOINHO VELHO II-UBS,"BELGRADO,R,513",MOINHO VELHO,2736889.000000,4285041,2788128.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
325,337508.33,7384181.22,355030868000098,3550308005090,68,SACOMA,13,IPIRANGA,Sul,Sul 1,LUIZ E MAZZONI-UBS,"CARLOS LIVIERO,AV,566",V  LIVIERO,63319624.000000,4086100,2788055.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
326,337908.10,7385436.62,355030868000055,3550308005087,68,SACOMA,13,IPIRANGA,Sul,Sul 1,VILA ARAPUA - CAPS ad IPIRANGA,"COLOMBO FLORENCE,R,241",V ARAPUA,69466660.000000,4257045,6245838.000000,1,Municipal,10,CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,3,SAUDE MENTAL,0,,,
327,337908.10,7385436.62,355030868000055,3550308005087,68,SACOMA,13,IPIRANGA,Sul,Sul 1,VILA  ARAPUA - UBS,"COLOMBO FLORENCE,R,241",V ARAPUA,69466660.000000,4257045,2788713.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
328,337391.32,7387620.65,355030868000251,3550308005086,68,SACOMA,13,IPIRANGA,Sul,Sul 1,SACOMA-AMA,"ESTRADA DAS LAGRIMAS,1404",V HELIOPOLIS,2733537.000000,4232000,6133622.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
329,337391.32,7387620.65,355030868000251,3550308005086,68,SACOMA,13,IPIRANGA,Sul,Sul 1,SACOMA-UBS,"ESTRADA DAS LAGRIMAS,1403",V HELIOPOLIS,2733537.000000,4232000,2788519.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
330,338096.11,7387021.35,355030868000081,3550308005087,68,SACOMA,13,IPIRANGA,Sul,Sul 1,JD SECKLER-UBS,"CARLOS MAURO,R,114",SAO JOAO CLIMACO,69468532.000000,4240150,2787830.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
331,337165.91,7388734.74,355030834000134,3550308005084,34,IPIRANGA,13,IPIRANGA,Sul,Sul 1,ALMIRANTE DELAMARE - UBS,"MARIATH,ALM,R,62",V HELIOPOLIS,61628018.000000,4218040.000000,3385264.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
332,337503.71,7389515.65,355030834000099,3550308005084,34,IPIRANGA,13,IPIRANGA,Sul,Sul 1,"JOAQUIM ROSSINI,DR-UBS","ALVARO FRAGOSO,R,480",V  CARIOCA,22734602.000000,04223000,2042959.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
333,340051.63,7389575.01,355030893000021,3550308005082,93,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,"HERMINIO MOREIRA,DR-UBS V. ALPINA","PARAMU,R,398",V ALPINA,69170136.000000,3202090,2045451.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
334,341338.69,7388633.39,355030893000124,3550308005082,93,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,V CALIFORNIA-AMA,"SAO JANUARIO,DE,CDE,PCA,91",V CALIFORNIA,69171117.000000,3215080,6144098.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
335,341338.69,7388633.39,355030893000124,3550308005082,93,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,V CALIFORNIA-UBS,"SAO JANUARIO,DE,CDE,PCA,91",V CALIFORNIA,69171117.000000,3215080,2026988.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
336,342234.86,7389615.25,355030872000003,3550308005158,72,SAO LUCAS,29,VILA PRUDENTE,Leste,Leste 1,PQ S LUCAS-UBS,"NOGUEIRA DE NORONHA,DR,R,322",PQ. SAO LUCAS,69183595.000000,3239080,2057891.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
337,342869.78,7389228.61,355030872000050,3550308005158,72,SAO LUCAS,29,VILA PRUDENTE,Leste,Leste 1,JD GUAIRACA-UBS,"ERVA IMPERIAL,R,501",CID CONTINENTAL,61046100.000000,3244030,2752263.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
338,343629.02,7388770.40,355030872000135,3550308005159,72,SAO LUCAS,29,VILA PRUDENTE,Leste,Leste 1,REUNIDAS I -UBS,"JOSE ESPINHARAS,R,S,400",V INDUSTRIAL,61092844.000000,3249030,4050401.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
339,344627.24,7387792.40,355030876000141,3550308005160,76,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,IGUACU-UBS,"ORATORIO,DO,AV,6557",V INDUSTRIAL,21431097.000000,3221300,2787121.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
340,345279.35,7387444.50,355030876000195,3550308005161,76,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,PASTORAL-UBS,"BOLEADEIRAS,R,127",JD ELBA,67030309.000000,3980120,4050398.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
341,336917.05,7394584.74,355030853000057,3550308005017,53,MOOCA,25,MOOCA,Leste,Leste 1,ARICANDUVA/MOOCA - SUVIS,"TAQUARI,R,549",MOOCA,6692-0331,3166000.000000,4050371,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0,,,
342,344826.42,7388687.26,355030876000070,3550308005160,76,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,REUNIDAS II-UBS,"CASA GRANDE,ESTRADA,DA,1258",V UNIAO,61031356.000000,3260000,2788497.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
343,345993.67,7386845.93,355030876000240,3550308005161,76,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,HUMBERTO GASTAO BODRA - AMA JD. ELBA,"BATISTA FERGUSIO,R,1016",V  CARDOSO FRANCO,67043491.000000,3978180,6158463.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
344,346031.88,7386890.30,355030876000240,3550308005161,76,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,HUMBERTO GASTAO BODRA-UBS JD. ELBA,"BATISTA FERGUSIO,R,1016",V  CARDOSO FRANCO,67043491.000000,3978180,2043009.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
345,346256.97,7387307.76,355030876000186,3550308005161,76,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,V RENATO-UBS,"BERNARDINO FERRAZ,R,54",V RENATO,67030947.000000,3978210,2789221.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
346,345958.52,7388077.96,355030876000060,3550308005160,76,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,JD PLANALTO-UBS IACAPE,"IACAPE,R,302",PQ. SANTA MADALENA,67031198.000000,3983090,2788438.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
347,345759.96,7389949.93,355030876000333,3550308005156,76,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,JD SINHA-UBS,"JIM CLARK,R,10C",JD SINHA,67213798.000000,3923160,2787857.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
348,346125.02,7389138.13,355030876000036,3550308005157,76,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,HELIO MOREIRA SALLES-UBS JD DOS EUCALIPTOS,"POEMA DAS AMERICAS,R,12",JD DOS EUCALIPTOS,67017933.000000,03924240,2787091.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
351,332398.15,7389288.94,355030890000148,3550308005046,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,INSTITUTO DE ONCOLOGIA PEDIATRICA (GRAACC) -HOSP,"BOTUCATU,R,743",VILA CLEMENTINO,50808400.000000,4023062,2089696,4,Privado,30,HOSPITAL,7,HOSPITAL,20,,,
352,335942.59,7397848.22,355030886000042,3550308005031,86,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 1,VILA MARIA/VILA GUILHERME - SUVIS,"GUILHERME,AV,82",V. GUILHERME,69052687.000000,2053000.000000,2815567,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0,,,
356,338241.08,7403975.86,355030839000004,3550308005070,39,JACANA,6,JACANA-TREMEMBE,Norte,Norte 1,DOM PEDRO II -HOSP GERIATRICO,"GUAPIRA,AV,2674",JACANA,62414411.000000,2265002,2688581,4,Privado,30,HOSPITAL,7,HOSPITAL,371,,,
366,334375.00,7389394.23,355030890000089,3550308005046,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,VILA MARIANA/JABAQUARA - SUVIS,"CARLOS GEROLOMO MONACO,R,169",CJ. DOS BANCARIOS,5083-6123,4121050.000000,2815575,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0,,,
369,333845.63,7398651.48,355030870000058,3550308005064,70,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 1,SANTANA/TUCURUVI - SUVIS,"PAINEIRA DO CAMPO,R,902",SANTANA,6221-5505,2012040.000000,2815540,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0,,,
371,346593.10,7388590.76,355030876000043,3550308005157,76,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,TEOTONIO VILELA - UBS,"VILANOVA ARTIGAS,ARQ,AV,1071",JD SAPOPEMBA,67041383.000000,3928240,2074079.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
372,346923.16,7389718.41,355030873000180,3550308005154,73,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,JD PARAGUACU-UBS GONCALO F. ALVES,"TAIOBEIRAS,R,125",JD PARAGUACU,67270484.000000,3940060.000000,2027046.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
373,333797.74,7394537.14,355030878000003,3550308005001,78,SE,9,SE,Centro,Centro,CENTRO - UNIDADE DE MEDICINAS TRADICIONAIS,"FREDERICO ALVARENGA,R,259, 3 AND",PQ. D. PEDRO,3112-8133,1020030.000000,3475182,1,Municipal,37,MEDICINAS TRADICIONAIS,1,AMBULATORIOS ESPECIALIZADOS,0,,,
374,347675.71,7386653.39,355030876000323,3550308005209,76,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,FAZENDA DA JUTA I-UBS,"LEVI LANDAU,R,23",FAZENDA DA JUTA,69199334.000000,3957720.000000,2787040.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
375,347389.01,7387410.79,355030876000176,3550308005209,76,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,SAPOPEMBA - UBS MASCARENHAS DE MORAIS,"EDGAR LOURENCO PINTO,SGTO,R,116",CJ MARECHAL MASCARENHAS DE MORAES,69191120.000000,3977180,2043017.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
376,333797.74,7394537.14,355030878000003,3550308005001,78,SE,9,SE,Centro,Centro,SE/SANTA CECILIA - SUVIS,"FREDERICO ALVARENGA,R,259, 4 AND",PQ. D. PEDRO II,3241-2454,1020030.000000,2752492,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0,,,
377,348232.02,7386771.82,355030876000301,3550308005210,76,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,FAZENDA DA JUTA II-UBS,"AUGUSTIN LUBERTI, 1102 (ANTIGA DOIS,AV,1102)",FAZENDA DA JUTA,61119823.000000,3977409.000000,2788020.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
378,347464.01,7389403.35,355030873000125,3550308005207,73,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,JD TIETE I - AMA,"ENGENHO NOVO,AV,120",JD. TIETE,69623644.000000,3943020,6136109.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
379,347464.01,7389403.35,355030873000125,3550308005207,73,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,JD TIETE I - UBS,"ENGENHO NOVO,AV,120",JD. TIETE,69623644.000000,3943020,2787881.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
380,348625.08,7389340.23,355030873000006,3550308005207,73,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,S MATEUS I - UBS,"ANGELO CANDIA,R,1058",CIDADE SAO MATEUS,69191717.000000,3958000,2788535.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
381,350090.29,7386482.94,355030875000007,3550308005212,75,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,"ORA ROSEN,DRA (PQ S RAFAEL) - UBS","ARISTIDES RICARDO,DR,R,313",PQ. SAO RAFAEL,69195006.000000,08311270,4049853.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
382,349804.28,7389080.20,355030873000081,3550308005206,73,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,JD COLONIAL-UBS,"JOSE RODRIGUES SANTAREM,AV,464",JD  COLONIAL,69190554.000000,3968010,2787296.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
383,350688.17,7386359.50,355030875000011,3550308005212,75,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,JD COLORADO(DR JOSE PIRES) - UBS,"JOSE DE ARAUJO VIEIRA,R,61",JD. RODOLFO PIRAN,67542382.000000,8310240,4050037.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
384,351299.99,7385827.64,355030875000151,3550308005277,75,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,JD S FRANCISCO II-AMA,"BANDEIRA DO ARACAMBI,S/N",JD. SAO FRANCISCO,27516712.000000,8310010,6143202.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
385,351299.99,7385828.42,355030875000151,3550308005277,75,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,JD S FRANCISCO II-UBS,"BANDEIRA DO ARACAMBI,S/N",JD. SAO FRANCISCO,27516712.000000,8310010,2788527.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
386,351207.02,7386359.49,355030875000146,3550308005277,75,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,RIO CLARO-UBS,"CINIRA POLONIO,R,33",JD. RIO CLARO,67515112.000000,8395320,4050061.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
387,352790.05,7385759.04,355030875000102,3550308005278,75,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,JD STO ANDRE-AMA,"MIGUEL FERREIRA DE MELO,AV,497",S MATHEUS,27514339.000000,8390000,6135862.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
388,352790.05,7385759.04,355030875000102,3550308005278,75,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,JD STO ANDRE-UBS,"MIGUEL FERREIRA DE MELO,AV,497",S MATHEUS,27514339.000000,8390000,2787873.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
389,351368.09,7387426.50,355030875000062,3550308005211,75,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,JD CARRAOZINHO-UBS,"MARCOS GONCALVES CORREA,R,25",JD V CARRAO,67540622.000000,8340320,2027011.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
390,350687.17,7388002.73,355030873000142,3550308005208,73,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,CIDADE SATELITE SANTA BARBARA-UBS,"SOL,R,45",JD STA BARBARA,69195857.000000,8330360,2027038.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
391,351727.60,7387897.17,355030875000094,3550308005211,75,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,JD CONQUISTA I-UBS,"PERAMIRIM,R,1",VILA BELA,22534573.000000,8340500.000000,2786931.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
392,352180.66,7389865.59,355030833000003,3550308005274,33,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,PQ DA BOA ESPERANCA-UBS,"RAGUEB CHOHFI,AV,3826",JD AUGUSTO,67310669.000000,8375000.000000,2788276.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
393,353109.00,7389622.24,355030833000014,3550308005275,33,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,JD ROSELLI-UBS,"SIMAO NUNES,R,31",JD ROSELI,67315143.000000,8380490,2787741.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
394,355345.63,7387569.35,355030833000111,3550308005276,33,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,RECANTO VERDE SOL-UBS,"PEDRO ROMAZZANI, R,03",RECANTO VERDE SOL,61343271.000000,8381800,2788489.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
395,354096.03,7388904.44,355030833000055,3550308005275,33,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,JD DAS LARANJEIRAS-AMA,"BENTO GUELFI, AV,1100",JD LARANJEIRAS,67317252.000000,8380460.000000,6135889.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
396,354096.03,7388904.44,355030833000055,3550308005275,33,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,JD DAS LARANJEIRAS-UBS,"BENTO GUELFI, AV,1100",JD LARANJEIRAS,67317252.000000,8380460.000000,2787342.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
397,355192.08,7389902.07,355030833000213,3550308005276,33,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,CDHU PALANQUE - UBS,"PONTE DA AMIZADE,R,2",JD PALANQUE,67353820.000000,8375000.000000,3219887.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
398,356804.71,7388997.15,355030825000236,3550308005272,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,PROFETA JEREMIAS-UBS,"PROFETA JEREMIAS,R, 63",CIDADE TIRADENTES,65583866.000000,8471710,2027305.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
399,357492.00,7388100.44,355030825000232,3550308005272,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,GRAFICOS-UBS,"FRANCISCO JOSE VIANA,R,708",CIDADE TIRADENTES,62855685.000000,8471530,3121135.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
400,357996.77,7389595.72,355030825000284,3550308005272,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,FERROVIARIOS-UBS,"GONCALVES NINA,R,58",CIDADE TIRADENTES,62856477.000000,8470610,2787059.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
401,333047.15,7389873.07,355030890000058,3550308005046,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,"LIVIO AMATO,DR-CS II V. MARIANA","DOMINGOS DE MORAES,AV,1947",V MARIANA,55713045.000000,,2091461,2,Estadual,18,CENTRO DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
402,331668.88,7393223.85,355030807000030,3550308005011,7,BELA VISTA,9,SE,Centro,Centro,ARMANDO DARIENZO-UBS N. SRA DO BRASIL,"MARQUES LEAO,ALM,R,684",MORRO DOS INGLESES,32844601.000000,1330020,2788144.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
403,331319.42,7396607.58,355030869000001,3550308005027,69,SANTA CECILIA,9,SE,Centro,Centro,"HUMBERTO PASCALI,DR STA CECILIA-UBS","VITORINO CARMILO,R,599",CAMPOS ELISEOS,38260096.000000,1153000,2752336.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
404,332407.26,7393863.08,355030807000093,3550308005010,7,BELA VISTA,9,SE,Centro,Centro,HUMAITA-UBS DR. JO+O AZEVEDO LAGE,"HUMAITA,R,520",BELA VISTA,32411632.000000,1321010,2787113.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
