ID,COORD_E,COORD_N,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,ESTAB_SA,ENDERECO,BAIRRO,TELEFONE,CEP,CNES,SA_DEPADM,DEPADM,SA_TIPO,TIPO,SA_CLASSE,CLASSE,SA_CLASSE,CLASSE,LEITOS
322,346100.56,7389125.47,355030876000012,3550308005157,76,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,HELIO MOREIRA SALLES-UBS JD DOS EUCALIPTOS,"POEMA DAS AMERICAS,R,12",JD DOS EUCALIPTOS,67017933,3924240,2787091,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
323,332392.16,7389294.96,355030890000148,3550308005046,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,INSTITUTO DE ONCOLOGIA PEDIATRICA (GRAACC) -HOSP,"BOTUCATU,R,743",VILA CLEMENTINO,50808400,4023062,2089696,4,Privado,30,HOSPITAL,,,7,HOSPITAL,20
324,335899.84,7397816.96,355030886000042,3550308005031,86,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 1,VILA MARIA/VILA GUILHERME - SUVIS,"GUILHERME,AV,82",V. GUILHERME,,,2815567,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,,,4,VIGILANCIA EM SAUDE,0
325,332335.46,7383945.74,355030838000049,3550308005095,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,ARABE BRASILEIRO-HOSP MATERN,"BURITIS, DOS,R,180",JABAQUARA,50118145,4321000,2089130,4,Privado,30,HOSPITAL,,,7,HOSPITAL,0
326,328782.95,7394304.23,355030845000153,3550308005025,45,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,INST DE TRATAMENTO DO CANCER ITACI -HOSP,"GALENO DE ALMEIDA,R,148",JARDIM AMERICA,30698518,5410030,2688646,4,Privado,30,HOSPITAL,,,7,HOSPITAL,0
327,338241.08,7403975.86,355030839000004,3550308005070,39,JACANA,6,JACANA-TREMEMBE,Norte,Norte 1,DOM PEDRO II -HOSP GERIATRICO,"GUAPIRA,AV,2674",JACANA,62414411,2265002,2688581,4,Privado,30,HOSPITAL,,,7,HOSPITAL,371
328,334367.42,7389379.41,355030890000114,3550308005046,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,VILA MARIANA/JABAQUARA - SUVIS,"CARLOS GEROLOMO MONACO,R,169",CJ. DOS BANCARIOS,,,2815575,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,,,4,VIGILANCIA EM SAUDE,0
329,332777.78,7393219.85,355030849000060,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,SAO LUCAS-SAO PAULO-HOSP,"PIRATINGUI,R,80",LIBERDADE,,1508020,2078694,4,Privado,30,HOSPITAL,,,7,HOSPITAL,0
330,316743.52,7390032.62,355030865000068,3550308005239,65,RAPOSO TAVARES,10,BUTANTA,Oeste,Oeste,CENTRO DE ATENDIMENTO HOSPITALAR A MULHER PRESA - HOSP,"RAPOSO TAVARES,ROD,KM 19",JD ARPOADOR,,5577300,3556352,2,Estadual,30,HOSPITAL,,,7,HOSPITAL,0
331,333907.77,7398720.18,355030870000058,3550308005064,70,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 1,SANTANA/TUCURUVI - SUVIS,"PAINEIRA DO CAMPO,R,902",SANTANA,,,2815540,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,,,4,VIGILANCIA EM SAUDE,0
332,331446.63,7395438.93,355030826000077,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,SANTA CASA DE SAO PAULO- HOSP SANTA ISABEL,"VERIDIANA , DNA, R,311",SANTA CECILIA,,1238010,2079445,4,Privado,30,HOSPITAL,,,7,HOSPITAL,130
333,346577.35,7388661.47,355030876000043,3550308005157,76,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,TEOTONIO VILELA-UBS,"VILANOVA ARTIGAS,ARQ,AV,1071",JD SAPOPEMBA,67041383,3928240,2074079,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
334,346906.34,7389716.46,355030873000180,3550308005154,73,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,JD PARAGUACU-UBS GONCALO F. ALVES,"TAIOBEIRAS,R,125",JD PARAGUACU,67270484,3940060,2027046,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
335,333808.17,7394491.63,355030878000041,3550308005001,78,SE,9,SE,Centro,Centro,CENTRO - UNIDADE DE MEDICINAS TRADICIONAIS,"FREDERICO ALVARENGA,R,259, 3 AND",PQ. D. PEDRO,,,3475182,1,Municipal,37,MEDICINAS TRADICIONAIS,,,1,AMBULATORIOS ESPECIALIZADOS,0
336,347637.57,7386738.94,355030876000306,3550308005209,76,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,FAZENDA DA JUTA I-UBS,"LEVI LANDAU,R,23",FAZENDA DA JUTA,69199334,3957720,2787040,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
337,347372.88,7387410.84,355030876000176,3550308005209,76,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,SAPOPEMBA-UBS MASCARENHAS DE MORAIS,"EDGAR LOURENCO PINTO,SGTO,R,116",CJ MARECHAL MASCARENHAS DE MORAES,69191120,3977180,2043017,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
338,333808.17,7394491.63,355030878000041,3550308005001,78,SE,9,SE,Centro,Centro,SE/SANTA CECILIA - SUVIS,"FREDERICO ALVARENGA,R,259, 4 AND",PQ. D. PEDRO II,,,2752492,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,,,4,VIGILANCIA EM SAUDE,0
339,348206.42,7387124.06,355030876000296,3550308005210,76,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,FAZENDA DA JUTA II-UBS,"AUGUSTIN LUBERTI, 1102 (ANTIGA DOIS,AV,1102)",FAZENDA DA JUTA,61119823,3977409,2788020,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
340,347466.44,7389522.21,355030873000125,3550308005207,73,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,JD TIETE I-UBS,"ENGENHO NOVO,AV,120",JD. TIETE,69623644,3943020,2787881,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
341,348625.08,7389340.23,355030873000006,3550308005207,73,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,S MATEUS I -UBS,"ANGELO CANDIA,R,1058",CIDADE SAO MATEUS,69191717,3958000,2788535,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
342,350066.14,7386509.50,355030875000007,3550308005212,75,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,"ORA ROSEN,DRA (PQ S RAFAEL)-UBS","ARISTIDES RICARDO,DR,R,313",PQ. SAO RAFAEL,69195006,8311270,4049853,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
343,349622.47,7388788.28,355030873000084,3550308005206,73,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,JD COLONIAL-UBS,"JOSE RODRIGUES SANTAREM,AV,464",JD  COLONIAL,69190554,3968010,2787296,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
344,350789.91,7386179.25,355030875000011,3550308005212,75,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,JD COLORADO(DR JOSE PIRES)-UBS,"JOSE DE ARAUJO VIEIRA,R,61",JD. RODOLFO PIRAN,67542382,8310240,4050037,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
345,351131.68,7385823.49,355030875000029,3550308005277,75,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,JD S FRANCISCO II-UBS,"BANDEIRA DO ARACAMBI,S/N",JD. SAO FRANCISCO,27516712,8310010,2788527,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
346,351207.02,7386359.49,355030875000146,3550308005277,75,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,RIO CLARO-UBS,"CINIRA POLONIO,R,33",JD. RIO CLARO,67515112,8395320,4050061,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
347,352826.87,7385679.45,355030875000112,3550308005278,75,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,JD STO ANDRE-UBS,"MIGUEL FERREIRA DE MELO,AV,497",S MATHEUS,27514339,8390000,2787873,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
348,351060.91,7387148.61,355030875000088,3550308005211,75,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,JD CARRAOZINHO-UBS,"MARCOS GONCALVES CORREA,R,25",JD V CARRAO,67540622,8340320,2027011,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
349,350710.32,7387993.67,355030873000142,3550308005208,73,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,CIDADE SATELITE SANTA BARBARA-UBS,"SOL,R,45",JD STA BARBARA,69195857,8330360,2027038,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
350,351745.18,7387833.67,355030875000095,3550308005211,75,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,JD CONQUISTA I-UBS,"PERAMIRIM,R,1",VILA BELA,22534573,8340500,2786931,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
351,352805.65,7388299.23,355030833000095,3550308005306,33,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,JD DA CONQUISTA II - UBS,"SONHO LINDO, TRAV,54",JD CONQUISTA,67353079,8345360,3219771,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
352,352234.13,7389876.87,355030833000004,3550308005274,33,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,PQ DA BOA ESPERANCA-UBS,"RAGUEB CHOHFI,AV,3826",JD AUGUSTO,67310669,8375000,2788276,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
353,353014.74,7389668.80,355030833000014,3550308005275,33,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,JD ROSELLI-UBS,"SIMAO NUNES,R,31",JD ROSELI,67315143,8380490,2787741,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
354,355345.63,7387569.35,355030833000111,3550308005276,33,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,RECANTO VERDE SOL-UBS,"PEDRO ROMAZZANI, R,03",RECANTO VERDE SOL,61343271,8381800,2788489,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
355,354076.83,7388916.21,355030833000055,3550308005275,33,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,JD DAS LARANJEIRAS-AMA,"BENTO GUELFI, AV,1100",JD LARANJEIRAS,67317252,8380460,2787342,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,,,6,URGENCIA/EMERGENCIA,0
356,354076.83,7388916.21,355030833000055,3550308005275,33,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,JD DAS LARANJEIRAS-UBS,"BENTO GUELFI, AV,1100",JD LARANJEIRAS,67317252,8380460,2787342,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
357,355192.08,7389902.07,355030833000213,3550308005276,33,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,CDHU PALANQUE - UBS,"PONTE DA AMIZADE,R,2",JD PALANQUE,67353820,8375000,3219887,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
358,356763.27,7389091.42,355030825000236,3550308005272,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,PROFETA JEREMIAS-UBS,"PROFETA JEREMIAS,R, 63",CIDADE TIRADENTES,65583866,8471710,2027305,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
359,357492.00,7388100.44,355030825000232,3550308005272,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,GRAFICOS-UBS,"FRANCISCO JOSE VIANA,R,708",CIDADE TIRADENTES,62855685,8471530,3121135,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
360,357996.77,7389595.72,355030825000284,3550308005272,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,FERROVIARIOS-UBS,"GONCALVES NINA,R,58",CIDADE TIRADENTES,62856477,8470610,2787059,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
361,333023.79,7389916.66,355030890000058,3550308005046,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,"LIVIO AMATO,DR-CS II V. MARIANA","DOMINGOS DE MORAES,AV,1947",V MARIANA,55713045,,2091461,2,Estadual,18,CENTRO DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
362,331677.43,7393234.70,355030807000030,3550308005011,7,BELA VISTA,9,SE,Centro,Centro,ARMANDO DARIENZO-UBS N. SRA DO BRASIL,"MARQUES LEAO,ALM,R,684",MORRO DOS INGLESES,32844601,1330020,2788144,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
363,331332.62,7396587.35,355030869000001,3550308005027,69,SANTA CECILIA,9,SE,Centro,Centro,"HUMBERTO PASCALI,DR STA CECILIA-AMA","VITORINO CARMILO,R,599",CAMPOS ELISEOS,38260096,1153000,2752336,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,,,6,URGENCIA/EMERGENCIA,0
364,331332.62,7396587.35,355030869000001,3550308005027,69,SANTA CECILIA,9,SE,Centro,Centro,"HUMBERTO PASCALI,DR STA CECILIA-UBS","VITORINO CARMILO,R,599",CAMPOS ELISEOS,38260096,1153000,2752336,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
365,332407.26,7393863.08,355030807000093,3550308005010,7,BELA VISTA,9,SE,Centro,Centro,HUMAITA-UBS DR. JOÃO AZEVEDO LAGE,"HUMAITA,R,520",BELA VISTA,32411632,1321010,2787113,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
366,332565.03,7394994.01,355030866000003,3550308005003,66,REPUBLICA,9,SE,Centro,Centro,NUCLEO DE GESTAO ASSISTENCIAL NGA 55 CENTRO-PAM,"CRISPINIANO,CONS,R,20",CENTRO,31068528,1037000,2069016,2,Estadual,18,CENTRO DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
367,334291.36,7392513.52,355030849000072,3550308005007,49,LIBERDADE,9,SE,Centro,Centro,CAMBUCI-UBS,"LACERDA FRANCO,AV,791",SE,32093304,1536000,2786834,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
368,335798.04,7390090.87,355030834000008,3550308005043,34,IPIRANGA,13,IPIRANGA,Sul,Sul 1,S VICENTE DE PAULA-UBS,"VICENTE DA COSTA,R,289",IPIRANGA,2734592,4266050,2788543,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
369,335513.32,7392571.84,355030834000109,3550308005019,34,IPIRANGA,13,IPIRANGA,Sul,Sul 1,"OSWALDO MARASCA JUNIOR,DR-UBS","D PEDRO I,AV,594",V  MONUMENTO,2728619,1552000,2042975,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
370,334148.14,7393926.22,355030814000043,3550308005006,14,CAMBUCI,9,SE,Centro,Centro,NGA 63  VARZEA DO CARMO-PAM,"LEOPOLDO MIGUEZ,R,327",VARZEA DO GLICERIO,2790700,1518020,2068974,2,Estadual,18,CENTRO DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
371,336895.55,7394543.75,355030853000057,3550308005017,53,MOOCA,25,MOOCA,Leste,Leste 1,MOOCA I-UBS,"TAQUARI,R,549",MOOCA,62915517,3166000,2042258,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
372,335440.42,7395986.06,355030810000017,3550308005005,10,BRAS,25,MOOCA,Leste,Leste 1,MANOEL SALDIVA NETO -UBS (BRAS),"SAMPSON,R,61",BRAS,62925453,3013040,2752182,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
373,336829.56,7396810.31,355030808000018,3550308005016,8,BELEM,25,MOOCA,Leste,Leste 1,MARIA ZELIA-PAM,"JEQUITINHONHA,R,360",CATUMBI,2913003,3021040,2091542,2,Estadual,18,CENTRO DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
374,330485.11,7399654.43,355030821000038,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,CASA VERDE-UBS,"VICHY,R,468",CASA VERDE BAIXA,38569908,2522100,2027682,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
375,331089.20,7400423.17,355030821000001,3550308005062,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,PQ PERUCHE-UBS,"JOSE RANGEL DE CAMARGO,R,500",PQ PERUCHE,38588303,2538010,2788373,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
376,332369.58,7397252.81,355030809000029,3550308005004,9,BOM RETIRO,9,SE,Centro,Centro,"OCTAVIO AUGUSTO RODOVALHO,DR-UBS BOM RETIRO","PENA,TTE,R,8",BOM RETIRO,32220619,1127020,2029618,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
377,333357.68,7399772.52,355030870000060,3550308005064,70,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 1,JOAQUIM ANTONIO EIRADO-UBS,"BRAS LEME,AV,2945",SANTANA,69730733,2022011,2027631,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
378,330960.05,7401641.63,355030821000079,3550308005062,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,SITIO DO MANDAQUI-UBS,"OSCAR DE MOURA LACERDA,ENG,R,231",IMIRIM,62391561,2540070,2788594,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
379,330578.28,7402697.47,355030813000150,3550308005124,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,ILZA WELTMAN HUTZLER DRA-UBS,"WALFRIDO DE CARVALHO,CEL,R,S/N",V NOVA CACHOEIRINHA,39813127,2472000,2787148,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
380,330244.50,7404016.68,355030813000001,3550308005125,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,V DIONISIA-UBS,"CHEN FERRAZ FALCAO,R,50",V  DIONISIA,38517483,2670040,2788837,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
381,331028.90,7404120.19,355030813000228,3550308005127,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,JD PERI-UBS,"PERI RONCHETTI,AV,914",JD PERI,62318771,2633000,2787695,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
382,332770.51,7400791.29,355030870000067,3550308005065,70,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 1,CHORA MENINO-UBS,"COPACABANA,R,185",SANTA TEREZINHA,69501451,2461000,2027666,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
383,332322.32,7402881.07,355030851000046,3550308005128,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 1,LAUSANE PAULISTA-UBS,"VALORBE,R,80",LAUZANE PTA,62318619,2442140,2788047,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
384,333524.67,7402835.60,355030851000030,3550308005129,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 1,"DOMINGOS M CILO,DR V AURORA-UBS","JEAN BUFF,ENG,R,126",ALTO DO MANDAQUI,62322244,2407180,2752212,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
385,334519.05,7397316.34,355030856000007,3550308005015,56,PARI,25,MOOCA,Leste,Leste 1,PARI - UBS,"OLARIAS,DAS,R,503",CANINDE,32270081,3030020,2788195,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
386,336079.13,7398396.31,355030886000029,3550308005031,86,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 1,V GUILHERME-UBS,"JOAO VENTURA BATISTA,R,615",V GUILHERME,69015883,2054100,2788950,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
387,335523.69,7399704.15,355030886000033,3550308005031,86,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 1,CARANDIRU-UBS,"JOSE PEREIRA JORGE,R,305",CARANDIRU,62224144,2067020,2068079,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
388,336895.17,7400065.23,355030886000019,3550308005032,86,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 1,V LEONOR-UBS,"ANGELINA,AV,518",V LEONOR,69014606,2077000,2068109,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
389,336496.46,7400913.79,355030886000065,3550308005032,86,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 1,V IZOLINA MAZZEI-UBS,"ORLANDO RIBEIRO DANTAS,R,154",V IZOLINA MAZZEI,62016586,2083010,2788993,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
390,336088.52,7404104.73,355030882000111,3550308005131,82,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 1,CONJ IPESP JOSE TOLEDO PIZA - UBS,"VIRGILIA R A C PINTO,PROFA,AV,555",JD TREMEMBE,62030111,2346000,2788012,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
391,336232.50,7403662.56,355030882000154,3550308005131,82,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 1,WAMBERTO DIAS COSTA-UBS,"PAULO CESAR,R,60",TREMEMBE,62038992,2311240,4049985,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
392,338411.09,7391166.16,355030893000090,3550308005042,93,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,V PRUDENTE-UBS,"CENTENARIO DE V PRUDENTE,PCA,108",V  PRUDENTE,22725763,3132050,3359131,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
393,339158.32,7392397.64,355030801000007,3550308005039,1,AGUA RASA,25,MOOCA,Leste,Leste 1,V BERTIOGA- PROF.DOMINGOS DELASCIO -AMA ESPEC,"FAROL PAULISTANO,R,410",JD ITALIA,69561066,3192060,2752344,1,Municipal,49,AMA ESPECIALIDADES,,,1,AMBULATORIOS ESPECIALIZADOS,0
394,339158.32,7392397.64,355030801000007,3550308005039,1,AGUA RASA,25,MOOCA,Leste,Leste 1,V BERTIOGA- PROF.DOMINGOS DELASCIO - UBS,"FAROL PAULISTANO,R,410",JD ITALIA,69561066,3192060,2752344,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
395,337185.25,7396102.03,355030808000008,3550308005016,8,BELEM,25,MOOCA,Leste,Leste 1,BELENZINHO MARCUS WOLOSKER-UBS,"CELSO GARCIA,AV,1749",CHACARA TATUAPE,62925687,3015000,2752174,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
396,337490.34,7395910.16,355030808000011,3550308005016,8,BELEM,25,MOOCA,Leste,Leste 1,NUCLEO DE GESTAO ASSISTENCIAL NGA 08 BELEM-PAM,"CLEMENTINO, DR., R 200",BELENZINHO,66949230,,2091518,2,Estadual,18,CENTRO DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
397,338737.34,7394266.68,355030801000122,3550308005039,1,AGUA RASA,25,MOOCA,Leste,Leste 1,AGUA RASA-AMA,"SERRA DE JAIRE,R,1480",AGUA RASA,66052156,3175001,2752166,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,,,6,URGENCIA/EMERGENCIA,0
398,338737.34,7394266.68,355030801000122,3550308005039,1,AGUA RASA,25,MOOCA,Leste,Leste 1,AGUA RASA-UBS,"SERRA DE JAIRE,R,1480",AGUA RASA,66052156,3175001,2752166,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
399,340729.45,7390538.63,355030872000142,3550308005081,72,SAO LUCAS,29,VILA PRUDENTE,Leste,Leste 1,"HERMENEGILDO MORBIN JR,DR- JD INDEPENDENCIA AMA","PLANALTO DA CONQUISTA,R,80",JD. INDEPENDENCIA,62163746,3223170,2752239,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,,,6,URGENCIA/EMERGENCIA,0
